id,store_id,sku,productName,price,dates
65,2,699f08f5195d07e831dab863612e3105,Sports,130,2022-05-30
66,2,ae38047345d79e1c7c7e765e8220feac,Music,464,2022-05-02
67,2,c0880a521ab2a2999e6e26820640a526,Music,145,2022-04-22
68,3,6e432f982ef8db81e1939d0f1f2d5489,Industrial,120,2022-08-31
69,10,b4d37a1698e9805a1a8946bb0a35b9e4,Music,267,2022-10-10
70,5,d232534f8b8f4d81bca821b56784892b,Garden,412,2022-04-21
71,6,2bd02b8d7c656ea73efbcaa496fcb984,Kids,336,2022-07-27
72,8,1b86b3cec15b886403795028d1cf4a8c,Tools,228,2023-03-04
73,2,6957922e492872738ce21f1bfbd00740,Baby,221,2022-10-10
74,5,4413217f57a39e5d2af48c5eeb942c6b,Music,254,2022-04-29
75,7,7e78cae94722952d1a22475c03f5f8b3,Books,290,2022-12-27
76,3,1080c653fe592fc4e22973c76cf5de81,Health,224,2022-04-06
77,9,9a9573ff68550155230879e14e445950,Electronics,202,2022-08-21
78,2,48a376666bc04bc72cd38cb03c123ffc,Kids,396,2022-07-03
79,9,1dbe9f313cb3ed8a0661222dcb9a67a1,Beauty,194,2023-01-20
80,3,539b08ad74ada0f12fbca110e6ea8d37,Sports,386,2022-11-26
81,5,70a29fa6532789958105b15517fd87c9,Industrial,209,2022-10-02
82,4,72f31db4aca09fc8e89b6f1756b55f88,Grocery,192,2023-02-07
83,5,1bde392e1028d112253651bd70ca9fdd,Music,372,2022-04-05
84,10,144c624795481cf1d475134d6ef198ca,Shoes,444,2023-03-11
85,3,be83cd24503a845a02bb10bb29febf8f,Clothing,338,2022-06-14
86,4,9064d073bbd57b1226d1230615c168dd,Automotive,150,2023-01-16
87,8,6820b46d7e697930b4439a8c7c1ac2b8,Games,300,2023-02-22
88,8,9241bba3f6f61ab7130628e0464e5d37,Beauty,154,2022-03-25
89,5,82633bab0b58a2a8375ea4cdf5fa1bfa,Baby,286,2022-10-09
90,4,436b986a23e8a6e019e34205e067e2b0,Music,244,2022-03-16
91,4,96bac063e2185f1ea7ee110e0afffe82,Shoes,497,2022-07-29
92,4,e51337d76e7478ff101e552b098a6bcb,Kids,181,2023-02-18
93,5,f4b5dc07e1bca96510dcfb58e82de588,Tools,250,2022-06-29
94,8,3f7b6fff0a4bb2e43bc590d572101d0c,Health,200,2023-01-10
95,2,1682f900890a61fd00efbb8b432ceba0,Tools,364,2023-02-13
96,4,f66bef5919b5d94ff064dfc2451a8f85,Electronics,213,2022-07-31
97,5,6095c5187a79126174da9b3801634416,Games,369,2022-12-29
98,5,0893c885bd00fd450edc51fddeb197d7,Movies,345,2022-12-19
99,10,245a172c3d35478b4d0afdb3ad165ba5,Automotive,200,2022-12-31
100,5,df2ae887bea692de9de9d1975c4dbc04,Outdoors,139,2022-10-21
101,10,7a4b4e54f998d3a228886f92c06b9a8b,Tools,179,2023-01-08
102,6,59a5b7425dc450bf52b5fe2356621040,Movies,111,2022-04-23
103,7,ed652602b456e36c34b18c3c1c04d459,Tools,467,2022-07-26
104,1,2b9e2051b94e1983150efa77c72c1b00,Toys,136,2023-02-04
105,2,a34b6e825da7528d902a82f9cf294af5,Toys,385,2022-05-29
106,7,19931944f23d5d5fc38897eb21afecec,Health,475,2022-12-18
107,4,e867948eb55d31f536b28d2f3e480caf,Toys,290,2022-07-20
108,7,7da5a78915d04cce33bff847e51aa4f1,Jewelry,420,2022-11-29
109,4,45ccee3acfc752237a864405607d86a8,Home,405,2022-03-28
110,1,7ea18b4dce6969f633a105256f1eecc0,Jewelry,256,2022-05-27
111,1,9309611e3cc9c49b705d5e75ca7de65c,Health,285,2023-03-11
112,8,d6ede9540c006fc99d530c0b015bf059,Music,410,2022-08-08
113,1,ddf4e5300452c117c4b2c747ae005d23,Shoes,293,2023-03-12
114,2,b712c6a16e0a15e698e23983f8c69b4a,Music,254,2022-10-18
115,9,2cd5e2f5bbf672def5aea6533afb0b46,Toys,343,2022-10-06
116,3,660120a8535553b59e018325dd42446c,Jewelry,425,2022-08-02
117,9,8231b25d57154a424bd7f7954f459ff8,Outdoors,417,2022-03-26
118,6,264c74fe3e42d9de0881c573f70f085a,Tools,368,2023-03-24
119,7,afdd5bdb1509edb82a549f7e4dd158c7,Garden,184,2022-03-19
120,6,d6b5343fcb12bc47f1f81a27b1196e30,Baby,103,2022-07-25
121,4,75e164464dd6a281da2e0eeb9426ade0,Books,116,2022-07-26
122,10,291c94d99e3671c1ddfa830f25a97504,Music,227,2022-06-03
123,4,b33c10e1db248d557e3722d503a91165,Grocery,241,2022-07-28
124,4,259997cd44b3a537428c454491d8b77a,Sports,445,2022-09-15
125,4,75b4bbcf43d6dafcddff4a7ce600a3df,Games,284,2022-06-04
126,5,7c82b60ff90942c7fbc156b5430fcddc,Toys,299,2022-09-07
127,2,e4bcab9d4ebc1cba304bb1c176dac470,Computers,474,2022-08-12
128,7,fa1e978ec042d3931fad29c9ca94738f,Outdoors,326,2022-07-07
129,5,bc3a676c21c17d8c91eb5b7663d37f9d,Health,225,2022-10-21
130,1,374174015d56584468fa18deff579d83,Computers,162,2022-05-05
131,6,38452d2aa2bb6b256e4e15073e749c11,Movies,352,2022-08-08
132,5,b7932a55b54d361164f22797744714aa,Automotive,472,2022-09-06
133,1,55b61404d9f00e89a7485663e49b6a5f,Grocery,261,2022-10-15
134,6,2ca016fcd8a491a4ea347f82321e4b3e,Automotive,323,2022-11-12
135,4,0b861fd247e8d30c7397bb85742a9a44,Games,246,2023-01-17
136,5,5e5474f61e31319c08ca8e4754212ab7,Games,204,2023-03-21
137,8,167693c6483826ebebd1541de6e5098c,Health,126,2022-10-25
138,2,493e798d0d7dec191a699d1722535a33,Clothing,405,2022-11-10
139,3,dfbb2a7a7145df91b97dacd9f6564f0c,Books,266,2023-03-05
140,3,582fa194d135b3fe7eca5a4ddfa52a4e,Tools,369,2022-11-26
141,6,63c440752f7c1e059376743f19c8d05a,Sports,366,2022-04-09
142,10,f9338f4c256f49067413c74feaed6048,Games,361,2022-06-04
143,7,0a39189dccbc5c2ba751fe725cfae699,Games,469,2022-12-18
144,9,9a802be0ed283ca81b796c1ff6af7c09,Industrial,130,2023-01-21
145,4,58c547ae24c012b2c2f19eb02eb97f2c,Outdoors,247,2022-10-11
146,9,4bb4b302c3aed2dbb1d0d914638d94f9,Kids,301,2022-09-28
147,5,c29820342817151590738316ee4b8326,Books,112,2022-03-30
148,1,281b582edfd8a94b55b66892733edf55,Health,104,2022-06-03
149,5,b84c60b81657f49efbcdcfa388612304,Tools,391,2022-09-20
150,8,a0b993efe08eceeffe434891a36732f4,Outdoors,401,2022-04-18
151,5,65570b18e6f83ee35dd7a239f568a66a,Clothing,115,2023-02-10
152,10,b9cec31fb872da5ad5319d5093f10715,Beauty,429,2022-04-21
153,9,425a1c3f672e6364f0702dabd4133f37,Music,492,2022-11-05
154,10,0c17bc9404199eb80cf42e298ccf071f,Sports,203,2022-11-10
155,10,ea222feb9a4468c4651c33e3195cc835,Music,104,2022-10-15
156,4,1c30f20be9c40c90eb0391e2d920f7a7,Tools,322,2023-03-02
157,5,ac3f9b8be9deb769b2f87676e2bdc1fc,Toys,462,2022-09-22
158,1,c255386084818907f932a5a4062ae821,Movies,283,2022-03-20
159,4,7ea9eed2f0d54065650142e9b2bca62f,Baby,218,2023-02-14
160,3,708b4ddaf395e223cfbf42953a4ffbb3,Automotive,104,2022-05-18
161,4,757e83a827cb77c435a49107dd1e2380,Movies,257,2023-02-19
162,8,fb9fd968b2b271b2189209062a3d4a9b,Computers,338,2022-10-16
163,4,2621dd6395433f7ffb2e90ff1d94789d,Garden,277,2022-11-15
164,5,795d43c661591de8d0eb04d52fd44aa7,Grocery,274,2022-06-07
165,1,fcdd615708cecae0b56e444ee2db5a7f,Shoes,228,2022-07-31
166,7,cffa7c93dbd584aa2bd8cdbdfcaac5fe,Outdoors,134,2022-04-10
167,6,a967b239d7c47409f5d77087d402ac43,Movies,465,2023-03-27
168,4,5c94e352b6bcade839ca0e865ebb938a,Garden,171,2022-04-16
169,9,5ec9006a37bd7a614b241c5ea2823a53,Home,160,2023-03-30
170,5,e65c322e17762c46892363cd443985a6,Home,379,2022-07-22
171,6,72bf1c176064992d8de53e32a55bbb04,Clothing,337,2022-10-25
172,2,b25ca5f341d34f126a82fce59a9ae853,Home,136,2022-11-12
173,10,c24a55d0d9c3dc8ac10f8b805d299e6d,Automotive,298,2023-02-12
174,8,dc571811c547ee10c500085ec2b02c5c,Movies,407,2022-06-07
175,8,6e40803253c004687418f511160f8655,Books,321,2022-12-09
176,7,624540c18ff3ce60626a26f34fbe41f4,Jewelry,491,2022-12-18
177,1,30cc082a239aa295d31c89f601d3bcad,Kids,107,2022-05-30
178,1,eea611d39952569cc2e7c62b47bcac40,Tools,352,2022-06-29
179,9,14950869044e31e697df45b03126f691,Garden,231,2022-10-04
180,2,462cd1930cc3bdde3d9ed22b428f6076,Shoes,143,2022-09-27
181,8,bfc7c316e5c461a5bdfc0b4292ee5d88,Jewelry,195,2022-11-19
182,9,9dd9c059604d90c93e30f53f49b6242c,Automotive,122,2022-11-02
183,5,cbdbd8ea4f0b0b08abe3be1c19ecacb5,Automotive,312,2023-03-19
184,6,213b07d96b9ff9ee39c39a881bc94c2b,Health,136,2022-10-19
185,3,98ac95b1f27b75b24a7f5a2bdc155430,Clothing,193,2022-07-19
186,4,2eee1480941ca2a88180eb9bee0580b1,Garden,473,2022-07-25
187,10,66cef261014448c033f85ca4cc422790,Shoes,478,2022-11-17
188,6,ef74a91679c49b021457f0160455dd90,Books,423,2022-06-21
189,10,1199b683baca915cbc39c6ee686b0f12,Tools,471,2023-01-27
190,8,214c12e23264272faa19046718cb6da5,Garden,224,2022-07-22
191,1,35523131e29ea6a8f8ccb0f1c733bbfe,Books,302,2022-08-16
192,5,d0c2989e5672abf288182f516c12fac2,Electronics,459,2022-04-28
193,10,09c8abbd50c3b2051000e5e4182293c2,Computers,429,2023-01-21
194,9,825bf36024a8787290a01b0224367780,Movies,113,2022-03-22
195,3,a8f16dc71386ee764a1631f348631b6b,Health,127,2022-08-12
196,4,e576d2c6cefc8d64c56c3f14e413f575,Clothing,471,2022-04-30
197,5,765aaaf17b12704531c2556e2777270a,Health,213,2023-02-27
198,8,81dad7caa3fdb1f68f7986febd9d93d2,Kids,421,2023-03-30
199,9,24d28afa7f5507ac9a8704e250810612,Books,421,2023-03-29
200,9,5db839da137af3a57f579f1c69775f54,Health,370,2022-12-25
201,7,2bb26cd4c27242a14c4aabe88288067b,Music,118,2023-01-07
202,1,d6f429c1a8553ddc4a5bebb4539b42f2,Clothing,472,2022-07-14
203,10,2f5dd1f260396bb46c40ffffbfc18093,Baby,234,2022-10-23
204,2,5aa0589972d74e26ab3d381100f6f658,Garden,279,2023-01-31
205,3,04ccb9c8b09e15c0b8c91322e4a0c1b2,Movies,217,2022-11-20
206,8,66429b963e003f813714fc287c6863e0,Baby,195,2022-09-01
207,9,c07492eeb31a39d4e405e40ea7ade836,Automotive,407,2023-01-06
208,9,e6d5751716541abe9ac33a25f33afe18,Computers,110,2022-07-15
209,3,ed5b8de3a583809dc65b018429fad884,Health,127,2022-06-05
210,6,06775116e99a6351273e50493247a9cb,Electronics,468,2022-06-18
211,5,a0a3eccf94d79dfb27b545fa4ec1c7e4,Health,215,2022-06-07
212,10,4bb7abb24fdaf67d6b65c82f0cdb1f78,Games,439,2022-10-08
213,3,0a08fc04ce3e2808d56635acec40894e,Music,237,2022-12-16
214,3,d8203e4b20e4251f5b52f844d67d3301,Baby,457,2023-03-20
215,2,a5e7a32d5a72c80a12f2a88e795ef3cc,Toys,301,2022-09-25
216,4,8a0e7f5e0923fa4f9a6f269d3c492362,Shoes,352,2022-11-26
217,3,d953044d0160352c524666589e39cc98,Jewelry,237,2022-05-16
218,3,e1a4e54465d41088e3dbc4b39368e014,Outdoors,344,2023-01-15
219,10,4e5b8bb5e982a1f99ea0e86475448009,Computers,309,2022-10-07
220,4,7737120968d6e637be5e8c1e3b12fd10,Garden,361,2022-08-19
221,10,519a3fdbbcda85a3964d79f2f0564bf9,Toys,238,2022-11-21
222,7,7879bfe10f11f838fbce7ebc877619e9,Tools,314,2022-12-14
223,3,48b53efde175f3cbfcd6777ed4f314fb,Jewelry,488,2023-02-16
224,1,0383e8db63b368a3109fc1cdea3e8789,Home,305,2022-07-28
225,4,0f6fe434bc1ac70cc0b7feade865663f,Shoes,468,2023-03-10
226,4,3268fd12535f3af40e9c4daab1104a6e,Automotive,353,2022-05-19
227,6,b90b754e9aa895110bef2e7d46e81507,Outdoors,478,2022-03-15
228,2,a798be79812525c95ebaf8baff796081,Shoes,124,2022-11-24
229,4,63babe2d11e0de6c65835efff34ef8f0,Shoes,398,2023-03-10
230,3,f7458829324bf26113074789d869a042,Garden,378,2022-11-29
231,9,2bf4fc933125b4f03b9694f90eeba694,Industrial,192,2022-10-22
232,5,1abce836ad0810a68910314b57b7ba18,Movies,245,2023-02-17
233,1,e657194a1ee72d756c6a57fce4c794c3,Beauty,339,2022-06-15
234,3,387569d248b103c586bafde6792b001a,Health,275,2022-09-12
235,1,a5b0e5d623aa9af74e1265043c6a01c2,Electronics,491,2022-08-03
236,3,c3b7543c91b734837772c6f41bbb6fe9,Electronics,329,2022-04-06
237,6,a61ce03f8b2685499c326c80670bb767,Industrial,301,2022-07-05
238,1,9148591bab1413b2d955f4657813333d,Shoes,126,2022-03-22
239,1,62e1be70676610cbe88beca3464c38da,Tools,464,2022-08-15
240,10,57414c792d241cfa9d07449d0a6dc78e,Toys,469,2022-04-30
241,10,84a56da2395579fb9576ccc611fc235e,Beauty,271,2022-12-22
242,5,fe749ebe2dd4bb732890a75edcb5679f,Computers,407,2022-05-03
243,10,48f73afa6e43737c3706cba8c2521048,Music,134,2023-01-07
244,9,161d1c6c370a0948f3265d655d0695ae,Music,269,2022-04-24
245,9,51e97ecfdd7bf8156d726a36a3f9dd57,Garden,391,2023-01-11
246,9,7f874c69dd530f2a0fb267620e185c87,Computers,366,2022-11-08
247,8,e323742705ba79a59f6ed0a95402ccb5,Garden,480,2022-10-08
248,8,66f6a18341ba6c73b23137c718c77a38,Music,298,2022-03-27
249,5,4d5da9e8ab11e17165d86d5d424ee751,Games,404,2022-08-23
250,1,2d53cbec81b2430dd58b5e05d072d57b,Electronics,302,2022-10-26
251,9,f922898884e8dd58d125564d29e4b21e,Industrial,446,2023-02-12
252,10,b7a3d4087654e62b1cec6985b789ba54,Electronics,243,2023-03-10
253,10,36b477558498c95941ce658bf09ebe57,Beauty,425,2022-06-01
254,8,76c91a6bb778164b1b11e1625c9e327e,Kids,376,2022-06-05
255,9,ee35d936a2a9aa12e4aea01d9c4a7c43,Kids,175,2023-01-12
256,5,051c5f2d9ed90302390cd1b2dc7ef42d,Shoes,116,2022-06-26
257,9,b8e249df7d190f96c192a05b32d6cb57,Shoes,291,2022-06-26
258,8,056428a01e107284969781b8f59c3ba1,Jewelry,499,2022-04-07
259,7,375ce9772eacfa7300a3b8bf0fef14f5,Sports,489,2022-08-12
260,10,a5f3fee4997f98dbe285fb71011a6b85,Games,171,2022-12-06
261,3,b1588c5bb9e1f3c4198c61a8049562fd,Computers,294,2022-10-11
262,4,2df61c547ec9386ce114284101a071b9,Movies,218,2022-12-06
263,9,b9789f8a49760fb0213ed30e9af0be9e,Health,291,2022-12-25
264,7,2fbf1e2927a7ce8de88a90424e8e60ab,Electronics,251,2023-03-14
265,1,5d8743ad579b969441353a61378084c4,Baby,312,2022-11-24
266,5,f02e8b737889f9fe99e5d53fd75f5221,Shoes,373,2023-03-25
267,1,f1a8bf37df6696d0c64e09ab47973e47,Music,159,2022-04-23
268,10,29093a16f9ca52abc9a3e73eb75a56fa,Shoes,417,2022-10-07
269,6,486f9cec2be382af128660e2d244c621,Shoes,378,2022-04-15
270,9,c007bf95e0f8f295feff72067dd39f0c,Outdoors,191,2022-05-08
271,1,a9edaab8f8a910bf6228a1d3ef29f8b0,Outdoors,433,2022-07-02
272,4,5a2bf03e7522578e2b845549bf0732fd,Health,105,2022-09-20
273,3,9b7bb96481adc3254ad2304cfddf112a,Movies,267,2022-05-30
274,1,4c6881689103159644c182c6bf97bb6a,Movies,500,2023-03-06
275,9,cfb830dd8fe3013c3b601341e0399bfe,Outdoors,125,2022-11-14
276,6,3f06668358e6d84e3d1b9c22df87f9d4,Books,474,2022-12-19
277,4,9e98a12325a477cb9a0815eca58892bf,Sports,177,2022-07-25
278,4,1319c66bf29a1db4b28263306ac720d9,Toys,367,2023-03-17
279,2,e495a3b80af8046b82dc9771eec2eef4,Computers,401,2023-02-19
280,2,6dfbe5276ddde59032d01e588eb68a7c,Kids,217,2022-10-29
281,10,6930aef769a3914bf2e486452954df6e,Grocery,302,2022-07-22
282,4,13aa62a74298b4f86c73564cbd2b3865,Industrial,121,2022-05-06
283,2,34991554e22bac9c8775788d57270812,Electronics,420,2022-10-02
284,7,04050e70ae9865fc97c5e51673803e4c,Clothing,109,2022-08-12
285,9,bb4424966a28f46c006136f90948b58d,Tools,138,2022-09-16
286,1,09ab6f44b780cac50d3789b3fae97437,Sports,279,2022-06-15
287,7,9cd3e153ed3c2c4491f23831901b9796,Clothing,167,2023-02-16
288,6,5d8656d2fd144637761111588d9da44b,Grocery,289,2022-12-11
289,2,eb5bbaa9420ba50b9d1e048e245ca070,Games,203,2022-10-07
290,5,0c60fc4cfe4a6f5161f35da7ab4dea35,Sports,460,2022-04-30
291,7,a4a97ef7d7396626a0e282ee7b2c2ac8,Home,101,2022-11-23
292,5,691c5d0ae60e6d4d24509be3cb6e4a81,Shoes,180,2022-11-18
293,8,ebd1272a0e4bd7bafbc4d8a6dfe94a29,Electronics,239,2022-08-04
294,5,4c00f027af574ab1ba9461e47578cd0a,Automotive,406,2022-11-20
295,8,0292ce3394e8edf10c4f982aa7f6e112,Garden,187,2023-03-22
296,8,a3e6fd1a86cdcfa4230f933d38e4846f,Home,374,2022-08-08
297,3,b0a7041eacaa638efc2aad0dc25171d7,Health,476,2022-04-30
298,4,0ff7a4f3a93a1311b9137ce3351429e3,Computers,280,2023-03-22
299,5,64260977cd3f4e8d41529d21ecb1e599,Toys,106,2022-08-11
300,5,8a776fabac68b3bc03c872772565068b,Industrial,346,2022-08-25
301,8,9f4efd973778206e2733cde59ec986b0,Beauty,492,2022-03-17
302,2,4b277d150d072c7fe486ad94cae4d7f5,Jewelry,250,2023-03-07
303,3,11451821e612e7ec23bc68f983cc0d00,Garden,165,2022-11-30
304,6,f27ea4949f64b5f3dbb522cc223e7fd8,Industrial,392,2022-05-25
305,8,3f21f026a76354570403a8ce42d06f9a,Home,364,2023-02-11
306,10,a9c71745c39de1a1ea90d453a98b8856,Toys,383,2022-10-27
307,2,7e88ae57d004ee5003bc826a8b820bc2,Books,104,2022-05-29
308,7,8fed5b24b734ce8058941a157a92f9c2,Health,218,2022-07-04
309,3,bde1babdf6c445f49dff60906de1934f,Health,300,2022-08-17
310,3,a5c341bcc43111a0938210c04713c07f,Grocery,277,2022-09-20
311,7,4713bb837092d0848e8f1e24401d7ab7,Computers,282,2023-01-15
312,1,6a02f9ff682e33b782f0410864a8a92f,Baby,388,2022-04-20
313,1,a2cf8d16e42fd2f84c313180bcad4cd0,Computers,170,2022-12-23
314,1,07a9456978a22d04a786c009d932e890,Sports,270,2022-10-26
315,6,3408b6ed7443e959934a9853fa7cc54e,Automotive,392,2023-02-03
316,10,96e2a577742708deb83f7660851d5d95,Automotive,116,2023-03-13
317,6,7c991f45758aafa9cfd9946488179225,Movies,288,2022-09-23
318,8,6570ad1b1facae17993da69aadd91d0d,Baby,386,2022-12-03
319,1,6a93c2b7e35021db7b0c955ade8ff10e,Industrial,115,2023-03-15
320,4,28e95c077431d49964dcdf2dc39dbcb5,Grocery,135,2023-02-06
321,9,00ce1948a5bdd5d7569cf639553de709,Music,110,2022-08-15
322,9,f095484730b41fe646e8763cd941bfba,Sports,419,2022-04-13
323,5,1041a55d5a292fe932cf6c0d7a46e7cc,Books,341,2022-11-05
324,5,cdb45a72bd2684edb79f4a821380c653,Sports,303,2022-05-14
325,2,c8ea445b83bde33d02a5988f4e5d7f2d,Automotive,261,2023-03-09
326,8,ac8e08e8827a01de731c0cdc524bcfbd,Books,300,2022-09-17
327,5,55cb30905b410c7d178a0576388d8f0d,Jewelry,266,2023-03-03
328,10,ee45a4f0fa8feed2305af3db27c09aca,Health,429,2022-07-21
329,2,1bf7a32253acd8eb9dc5fd3f08591d28,Games,214,2022-10-17
330,3,c2d3f60615989e7b531a01527fc85596,Electronics,150,2023-01-02
331,8,86ca4a26d4cfd0a0929d08fc6e843c3e,Music,294,2022-07-22
332,4,c8c2b0b7c64cffa669deeb3168466862,Home,492,2022-10-15
333,10,abd1a2af46fb3c568b2440bd6b10af33,Automotive,319,2022-08-01
334,6,e056ef3afb6c86d204cb0af62a29dedb,Toys,312,2022-08-11
335,6,4b5f22afa382e1a16fafd029a3c4ea3e,Music,324,2022-07-24
336,6,6cbda97fdc458a9871be5446beff84be,Kids,319,2022-10-11
337,1,e4b611235ba4f22af8e357323a28fdd5,Jewelry,376,2022-12-20
338,5,6fa7cb3e410f856ef38e1ccaea6c0b3c,Games,309,2022-09-16
339,9,cd7577cf48cb047e9781c6af582d2ec9,Games,286,2022-12-09
340,2,e6e857497e87edc3cbdcff2273566d70,Movies,213,2022-03-18
341,3,903748b353271b093272e792e06752ac,Health,295,2023-01-26
342,7,1e8a021613bb1469ce03e3d4ed2e1822,Games,370,2022-03-18
343,4,81d299bbd857aa179c58ffc0898590e3,Automotive,215,2022-12-31
344,9,27deca126607df331746e074cdd44157,Music,212,2022-10-31
345,8,d250b24945391aa63c35092a2db5a1a9,Movies,380,2022-12-28
346,7,6e76dd9250504367bb338f73b6f0c60e,Tools,130,2022-09-11
347,1,0ca9691557be945db409a2eaee4a25e7,Sports,248,2022-12-31
348,6,6ca1759886e68729531e1c1bdd393680,Toys,104,2022-03-21
349,4,b1c21405a82414bec534872c920699eb,Computers,241,2022-04-13
350,10,5296ab5ffbdc10359237462ed17aa334,Industrial,114,2022-09-02
351,2,eb82ae15f467abeed7146208143cd5f0,Home,475,2022-07-08
352,8,00facf260e2d507ced3af4d1eb1933f7,Automotive,495,2022-08-17
353,6,4ab7a26414a5ccbcf6ad48ccad8d573c,Tools,337,2022-10-23
354,8,1fba3fec2fe26e458212f95fe1fde747,Outdoors,232,2023-01-12
355,8,876f842479056f2d721131f3343760af,Industrial,217,2022-03-17
356,10,71a24510e95bff1eb361c95015bae132,Electronics,446,2022-08-13
357,4,c0272e05969706eeebbea829f0e5711b,Baby,140,2022-11-21
